pathway,GO
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,GO:0010466
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,GO:0002792
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION,GO:1902083
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,GO:2000757
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,GO:0033137
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION,GO:0010801
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO:0050732
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO:1903898
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,GO:0050765
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,GO:0010923
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,GO:0043553
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,GO:0014067
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,GO:0010519
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS,GO:1903726
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,GO:0032515
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,GO:0010563
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,GO:0042326
GOBP_NEGATIVE_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION,GO:0046533
GOBP_NEGATIVE_REGULATION_OF_PINOCYTOSIS,GO:0048550
GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,GO:0120033
GOBP_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION,GO:0010757
GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,GO:0010544
GOBP_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0010642
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSCRIPTIONAL_GENE_SILENCING,GO:0060149
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1901380
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,GO:0043267
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GO:0002701
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,GO:0062099
GOBP_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS,GO:0031393
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO:1901799
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:0032435
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION,GO:1901984
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,GO:0031953
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,GO:0032091
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,GO:0042177
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,GO:0031333
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,GO:0043242
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,GO:0035308
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,GO:0070862
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,GO:0046826
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,GO:0042308
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION,GO:1900045
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION,GO:0044387
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,GO:0051898
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,GO:1903828
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,GO:1904376
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,GO:2000009
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,GO:1905476
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MICROTUBULE,GO:1902817
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,GO:1900181
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,GO:1903318
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,GO:0051248
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,GO:1903321
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,GO:0031400
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,GO:0032272
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,GO:1902915
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION,GO:0050709
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,GO:0071901
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION,GO:0033234
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,GO:0090315
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,GO:1903215
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,GO:0061099
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,GO:0045861
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,GO:1903051
GOBP_NEGATIVE_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION,GO:0035021
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO:1903427
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,GO:2000378
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING,GO:1900121
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION,GO:0002091
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,GO:0048261
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_RECYCLING,GO:0001920
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,GO:0046426
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,GO:1904893
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,GO:1903306
GOBP_NEGATIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION,GO:0045590
GOBP_NEGATIVE_REGULATION_OF_RELAXATION_OF_MUSCLE,GO:1901078
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,GO:0090201
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,GO:2000242
GOBP_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST,GO:0060268
GOBP_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO:0060266
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GO:0002832
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,GO:0060761
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,GO:2001021
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1903573
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,GO:0032102
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_FOOD,GO:0032096
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA,GO:0060331
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,GO:1902883
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,GO:1901032
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO:0048585
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,GO:1903035
GOBP_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,GO:0048387
GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,GO:0035024
GOBP_NEGATIVE_REGULATION_OF_RIBOSOME_BIOGENESIS,GO:0090071
GOBP_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY,GO:0039536
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,GO:1902369
GOBP_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,GO:0051253
GOBP_NEGATIVE_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,GO:1903026
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING,GO:0033119
GOBP_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY,GO:1900028
GOBP_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,GO:0060315
GOBP_NEGATIVE_REGULATION_OF_SCHWANN_CELL_PROLIFERATION,GO:0010626
GOBP_NEGATIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS,GO:1900377
GOBP_NEGATIVE_REGULATION_OF_SECRETION,GO:0051048
GOBP_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE,GO:0010891
GOBP_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,GO:1902572
GOBP_NEGATIVE_REGULATION_OF_SEROTONIN_SECRETION,GO:0014063
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO:1901797
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,GO:1901099
GOBP_NEGATIVE_REGULATION_OF_SIGNALING,GO:0023057
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,GO:2000272
GOBP_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE,GO:0045869
GOBP_NEGATIVE_REGULATION_OF_SISTER_CHROMATID_COHESION,GO:0045875
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GO:2001015
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION,GO:0014859
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_COMPLEX_ASSEMBLY,GO:0010991
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,GO:0060392
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,GO:0051058
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,GO:0062014
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:0034392
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:0051151
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,GO:0014912
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO:0048662
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,GO:0045986
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,GO:0045879
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,GO:1901621
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1902306
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT,GO:0010766
GOBP_NEGATIVE_REGULATION_OF_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,GO:1904673
GOBP_NEGATIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,GO:0090155
GOBP_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS,GO:1903671
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,GO:2000737
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,GO:1902455
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,GO:2000647
GOBP_NEGATIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,GO:0090032
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,GO:0045939
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT,GO:0032372
GOBP_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,GO:0070303
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:0010664
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GO:0051154
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,GO:0045988
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,GO:1902904
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ASSEMBLY,GO:0051964
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION,GO:1905809
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,GO:0050805
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,GO:0032229
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,GO:0051967
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS,GO:2000301
GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,GO:0034242
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0003085
GOBP_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,GO:0070233
GOBP_NEGATIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,GO:0002725
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,GO:0045581
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,GO:0033085
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,GO:0001915
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,GO:0002710
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MIGRATION,GO:2000405
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,GO:0042130
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,GO:0050860
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,GO:2000317
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,GO:0002826
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,GO:0045623
GOBP_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY,GO:0051974
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_CAPPING,GO:1904354
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE,GO:0032205
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,GO:0032211
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,GO:1904357
GOBP_NEGATIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,GO:0070244
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING,GO:0034104
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,GO:0034136
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,GO:0034144
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO:0034122
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,GO:0032007
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,GO:1904262
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_COMPETITIVE_PROMOTER_BINDING,GO:0010944
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,GO:0016479
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,GO:0000122
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,GO:0097201
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_BY_RNA_POLYMERASE_II,GO:0060633
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,GO:2000678
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,GO:0051348
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GO:0032911
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,GO:0071635
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GO:0030512
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION,GO:0045900
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,GO:0045947
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,GO:0090101
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,GO:0034763
GOBP_NEGATIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE,GO:0051970
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,GO:0051051
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,GO:0032410
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,GO:0010868
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS,GO:0010897
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,GO:0090209
GOBP_NEGATIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION,GO:1901164
GOBP_NEGATIVE_REGULATION_OF_TUBULIN_DEACETYLATION,GO:1904428
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,GO:0010804
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GO:1903556
GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,GO:0002829
GOBP_NEGATIVE_REGULATION_OF_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS,GO:2000675
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,GO:0060339
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,GO:0032480
GOBP_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,GO:0042532
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000059
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,GO:1904667
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,GO:0051444
GOBP_NEGATIVE_REGULATION_OF_URINE_VOLUME,GO:0035811
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:1905460
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:1905064
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,GO:1904753
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO:1904706
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,GO:1905563
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,GO:1904046
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0030948
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY,GO:0043116
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_WOUND_HEALING,GO:0061044
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,GO:1901343
GOBP_NEGATIVE_REGULATION_OF_VASOCONSTRICTION,GO:0045906
GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,GO:0046597
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,GO:0045071
GOBP_NEGATIVE_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GO:0039532
GOBP_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE,GO:1903901
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,GO:0048525
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,GO:0032897
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS,GO:0010957
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_METABOLIC_PROCESS,GO:0046137
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,GO:1901386
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,GO:1903817
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,GO:0030178
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,GO:0003308
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING,GO:0061045
GOBP_NEGATIVE_T_CELL_SELECTION,GO:0043383
GOBP_NEPHRIC_DUCT_DEVELOPMENT,GO:0072176
GOBP_NEPHRIC_DUCT_FORMATION,GO:0072179
GOBP_NEPHRIC_DUCT_MORPHOGENESIS,GO:0072178
GOBP_NEPHRON_DEVELOPMENT,GO:0072006
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,GO:0072009
GOBP_NEPHRON_MORPHOGENESIS,GO:0072028
GOBP_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION,GO:0072160
GOBP_NEPHRON_TUBULE_FORMATION,GO:0072079
GOBP_NERVE_DEVELOPMENT,GO:0021675
GOBP_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY,GO:0038180
GOBP_NERVOUS_SYSTEM_PROCESS,GO:0050877
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0001976
GOBP_NETRIN_ACTIVATED_SIGNALING_PATHWAY,GO:0038007
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION,GO:0014033
GOBP_NEURAL_CREST_CELL_FATE_COMMITMENT,GO:0014034
GOBP_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,GO:1901166
GOBP_NEURAL_CREST_FORMATION,GO:0014029
GOBP_NEURAL_FOLD_FORMATION,GO:0001842
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,GO:0048857
GOBP_NEURAL_PLATE_ANTERIOR_POSTERIOR_REGIONALIZATION,GO:0021999
GOBP_NEURAL_PLATE_DEVELOPMENT,GO:0001840
GOBP_NEURAL_PLATE_MORPHOGENESIS,GO:0001839
GOBP_NEURAL_PLATE_PATTERN_SPECIFICATION,GO:0060896
GOBP_NEURAL_PLATE_REGIONALIZATION,GO:0060897
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,GO:0061351
GOBP_NEURAL_RETINA_DEVELOPMENT,GO:0003407
GOBP_NEURAL_TUBE_DEVELOPMENT,GO:0021915
GOBP_NEURAL_TUBE_FORMATION,GO:0001841
GOBP_NEURAL_TUBE_PATTERNING,GO:0021532
GOBP_NEUROBLAST_DIFFERENTIATION,GO:0014016
GOBP_NEUROBLAST_DIVISION,GO:0055057
GOBP_NEUROBLAST_PROLIFERATION,GO:0007405
GOBP_NEUROENDOCRINE_CELL_DIFFERENTIATION,GO:0061101
